Fusion Name	Gene 1 Symbol	Gene 1 ID	Gene 1 Breakpoint	Gene 1 Strand	Gene 1 Reference Strand	Gene 2 Symbol	Gene 2 ID	Gene 2 Breakpoint	Gene 2 Strand	Gene 2 Reference Strand	Breakpoint Distance	Supporting Reads	Read IDs	Strand Comparison	GF Program
CRNDE:PHB2	CRNDE	ENSG00000245694.12	chr16:54923585	-	-	PHB2	ENSG00000215021.10	chr12:6968595	-	-	inf	1	4027503f-38ff-40e8-bddf-6144e22497cc	Consistent	JAFFAL
NUP93:LINC00470	NUP93	ENSG00000102900.13	chr16:56758655	+	+	LINC00470	ENSG00000132204.14	chr18:1276077	-	-	inf	1	1829929d-3856-4639-b67b-0a4928dc75ec	Consistent	JAFFAL
THAP3:SNHG8	THAP3	ENSG00000041988.16	chr1:6630353	+	+	SNHG8	ENSG00000269893.10	chr4:118279389	+	+	inf	1	cc690260-2c65-432a-addf-8be6e74d172d	Consistent	JAFFAL
KIAA0895L:EIF4G2	KIAA0895L		chr16:67183262	-		EIF4G2	ENSG00000110321.19	chr11:10801087	-	-	inf	1	54b0764c-1ba5-4dc8-9934-74a787a9c713	Inconsistent	JAFFAL
RP11-297D21.4:HNRNPH3	RP11-297D21.4		chr16:67484328	+		HNRNPH3	ENSG00000096746.18	chr10:68341174	+	+	inf	1	c93780ab-8c7d-4714-9d7b-c42e6a44d4df	Inconsistent	JAFFAL
PRMT7:SNHG8	PRMT7	ENSG00000132600.18	chr16:68353566	+	+	SNHG8	ENSG00000269893.10	chr4:118279624	+	+	inf	1	2aac2efc-1877-4d9f-b2f2-0d7c7ee05edd	Consistent	JAFFAL
SF3B3:NDUFS6	SF3B3	ENSG00000189091.13	chr16:70541834	+	+	NDUFS6	ENSG00000145494.12	chr5:1814339	+	+	inf	1	6ffa3198-ad86-4ec1-8934-b0f2d99dd81f	Consistent	JAFFAL
CMTR2:CDK5RAP1	CMTR2	ENSG00000180917.18	chr16:71288878	-	-	CDK5RAP1	ENSG00000101391.21	chr20:33385770	-	-	inf	1	4d0e8535-cba8-40cb-9dd1-0d9b56e74fbc	Consistent	JAFFAL
MPG:POLR2I	MPG	ENSG00000103152.12	chr16:83256	+	+	POLR2I	ENSG00000105258.9	chr19:36114713	-	-	inf	1	470de5e1-302a-4762-8415-da37a2c70543	Consistent	JAFFAL
KLHDC4:NUP85	KLHDC4	ENSG00000104731.14	chr16:87761949	-	-	NUP85	ENSG00000125450.11	chr17:75235578	+	+	inf	1	e248b070-abd7-4181-a108-771304d719a7	Consistent	JAFFAL
LRRC75A-AS1:EIF3M	LRRC75A-AS1		chr17:16439414	+		EIF3M	ENSG00000149100.13	chr11:32587012	+	+	inf	1	9434194a-1b46-441e-af80-178f26dce176	Inconsistent	JAFFAL
LRRC75A-AS1:SPATS2	LRRC75A-AS1		chr17:16439414	+		SPATS2	ENSG00000123352.18	chr12:49460770	+	+	inf	1	4a06effc-d24e-4e3d-a6a0-2e70befea9fd	Inconsistent	JAFFAL
LRRC75A-AS1:HNRNPD	LRRC75A-AS1		chr17:16439414	+		HNRNPD	ENSG00000138668.20	chr4:82355001	-	-	inf	1	1b73c39b-7690-4daf-a9a7-475d5c9c20c4	Inconsistent	JAFFAL
LRRC75A-AS1:VWDE	LRRC75A-AS1		chr17:16439414	+		VWDE	ENSG00000146530.15	chr7:12337272	-	-	inf	1	fd8a716c-e47c-4549-9c1c-87c6f9b2f00c	Inconsistent	JAFFAL
LRRC75A-AS1:BRE	LRRC75A-AS1		chr17:16441130	+		BRE		chr2:28298338	+		inf	1	6d9c8318-7f4d-4a26-9bc9-665a86c4f851	Consistent	JAFFAL
PRPF8:AP4E1	PRPF8	ENSG00000174231.18	chr17:1681478	-	-	AP4E1	ENSG00000081014.11	chr15:51001026	+	+	inf	1	0d37dd28-7d8d-49b3-9733-bc780b5ccd8a	Consistent	JAFFAL
RP11-45M22.4:RPLP2	RP11-45M22.4		chr17:17231794	-		RPLP2	ENSG00000177600.9	chr11:811597	+	+	inf	1	2e26e016-08ed-4cec-9f61-3477f41674c6	Inconsistent	JAFFAL
WSB1:IGF2BP3	WSB1	ENSG00000109046.15	chr17:27294435	+	+	IGF2BP3	ENSG00000136231.14	chr7:23312848	-	-	inf	1	054cfb93-d89c-4b01-a42f-ad777bd2f37b	Consistent	JAFFAL
WSB1:SLC25A3	WSB1	ENSG00000109046.15	chr17:27301956	+	+	SLC25A3	ENSG00000075415.15	chr12:98599955	+	+	inf	1	4ce0492e-6870-49d8-b58b-e7c0b5c2969b	Consistent	JAFFAL
RPL23A:PCNA	RPL23A	ENSG00000198242.14	chr17:28720890	+	+	PCNA	ENSG00000132646.11	chr20:5118866	-	-	inf	1	7d400853-6129-4b18-b328-1bc91f8024cb	Consistent	JAFFAL
RP11-1094M14.11:ENO1	RP11-1094M14.11		chr17:35568501	+		ENO1	ENSG00000074800.16	chr1:8870510	-	-	inf	1	9f4d1138-55ec-4662-8589-23b9f0185bbe	Inconsistent	JAFFAL
PSMB3:PSMB4	PSMB3	ENSG00000277791.5	chr17:38755990	+	+	PSMB4	ENSG00000159377.11	chr1:151400442	+	+	inf	1	479535b3-4042-4d31-b817-a12457060915	Consistent	JAFFAL
NR1D1:MYL6	NR1D1	ENSG00000126368.6	chr17:40097065	-	-	MYL6	ENSG00000092841.19	chr12:56161387	+	+	inf	1	45a6912d-91db-4d2d-b1ce-7f5fc34cca3a	Consistent	JAFFAL
BRCA1:MRPL9	BRCA1	ENSG00000012048.26	chr17:43125277	-	-	MRPL9	ENSG00000143436.11	chr1:151760899	-	-	inf	1	86c4e222-1d14-4cdc-8913-6502a7e8b74c	Consistent	JAFFAL
MPP3:NUP62CL	MPP3	ENSG00000161647.19	chr17:43831882	-	-	NUP62CL	ENSG00000198088.10	chrX:107147809	-	-	inf	1	ebfb5664-56d5-4966-9bbd-97af5db5e04c	Consistent	JAFFAL
HELZ:CCNL1	HELZ	ENSG00000198265.12	chr17:67239433	-	-	CCNL1	ENSG00000163660.12	chr3:157149596	-	-	inf	1	730913a2-1047-4326-979a-88b192dc39e5	Consistent	JAFFAL
C17orf49:UXT	C17orf49	ENSG00000258315.5	chr17:7016525	+	+	UXT	ENSG00000126756.12	chrX:47658936	-	-	inf	1	fcec5448-dc1c-4bc0-b6cb-4ee7e85fcefa	Consistent	JAFFAL
PIGK:MYL12A	PIGK	ENSG00000142892.15	chr1:77122275	-	-	MYL12A	ENSG00000101608.13	chr18:3253233	+	+	inf	1	e6c384b2-d1aa-4b03-88be-aba85100f9bb	Consistent	JAFFAL
SLC39A11:RCC1	SLC39A11	ENSG00000133195.12	chr17:73031556	-	-	RCC1	ENSG00000180198.17	chr1:28508128	+	+	inf	1	e11d6c86-6635-48d7-a8f9-ca9e6aae0c4e	Consistent	JAFFAL
SLC39A11:TMEM69	SLC39A11	ENSG00000133195.12	chr17:73031556	-	-	TMEM69	ENSG00000159596.7	chr1:45693204	+	+	inf	1	43ad836f-dab5-4dd5-b198-ba77833b8973	Consistent	JAFFAL
GEMIN4:PSMD13	GEMIN4	ENSG00000179409.11	chr17:752133	-	-	PSMD13	ENSG00000185627.19	chr11:248932	+	+	inf	1	544e17db-8196-4304-a635-425882b6f21b	Consistent	JAFFAL
SNHG16:CDC42BPA	SNHG16	ENSG00000163597.17	chr17:76559043	+	+	CDC42BPA	ENSG00000143776.20	chr1:227031514	-	-	inf	1	eb53cd2d-d3a3-4525-8bc1-8f1b21f62838	Consistent	JAFFAL
ZZZ3:WDR33	ZZZ3	ENSG00000036549.13	chr1:77683262	-	-	WDR33	ENSG00000136709.12	chr2:127771004	-	-	inf	1	0a3b8d8e-8dba-453d-b87c-766ac36e3989	Consistent	JAFFAL
SEC14L1:GAS5	SEC14L1	ENSG00000129657.16	chr17:77089271	+	+	GAS5	ENSG00000234741.10	chr1:173865547	-	-	inf	1	cdbdfcab-d314-4be1-8567-2922edb925fd	Consistent	JAFFAL
TMC6:PRSS21	TMC6	ENSG00000141524.19	chr17:78126277	-	-	PRSS21	ENSG00000007038.11	chr16:2820955	+	+	inf	1	912daf89-2f8c-4019-bbc7-761f27fc9009	Consistent	JAFFAL
P4HB:PHF20	P4HB	ENSG00000185624.16	chr17:81859181	-	-	PHF20	ENSG00000025293.17	chr20:35774488	+	+	inf	1	366929b5-9ec2-4b42-9225-6dba74ac1c8c	Consistent	JAFFAL
NARF:APLP2	NARF	ENSG00000141562.19	chr17:82460072	+	+	APLP2	ENSG00000084234.18	chr11:130141498	+	+	inf	1	322f7e14-ac25-481e-88ba-cd1cbd07b0db	Consistent	JAFFAL
NARF:SQSTM1	NARF	ENSG00000141562.19	chr17:82460072	+	+	SQSTM1	ENSG00000161011.20	chr5:179833032	+	+	inf	1	747c232a-17e6-47a1-aaea-11269c68e62a	Consistent	JAFFAL
NAPG:PSMB1	NAPG	ENSG00000134265.13	chr18:10526158	+	+	PSMB1	ENSG00000008018.9	chr6:170549113	-	-	inf	1	755201cc-caa1-4478-843a-92a103c4f5b3	Consistent	JAFFAL
RP11-476K15.1:CDKAL1	RP11-476K15.1		chr18:1566524	+		CDKAL1	ENSG00000145996.11	chr6:20846075	+	+	inf	1	df1cad4d-870d-41b4-afda-3f005d3537b0	Inconsistent	JAFFAL
LINC01128:UBE2K	LINC01128	ENSG00000228794.12	chr1:829104	+	+	UBE2K	ENSG00000078140.14	chr4:39737420	+	+	inf	1	871575f7-156b-44ec-ab74-f6c4fd4d4a5f	Consistent	JAFFAL
YES1:ZBTB8OS	YES1	ENSG00000176105.14	chr18:736808	-	-	ZBTB8OS	ENSG00000176261.16	chr1:32627544	-	-	inf	1	b6bdc47b-d72e-4cc1-a651-1589df2714f1	Consistent	JAFFAL
ZNF627:GNB2L1	ZNF627	ENSG00000198551.10	chr19:11597630	+	+	GNB2L1		chr5:181239177	-		inf	1	0076984f-2a56-4b5b-8974-8daea64794b2	Inconsistent	JAFFAL
ZNF788:SLC25A3	ZNF788		chr19:12092470	+		SLC25A3	ENSG00000075415.15	chr12:98597856	+	+	inf	1	1b00a52f-eb31-44d0-8e6f-c618fa493657	Inconsistent	JAFFAL
TECR:RFC4	TECR	ENSG00000099797.15	chr19:14565123	+	+	RFC4	ENSG00000163918.12	chr3:186790064	-	-	inf	1	a58a2d1e-2b5a-4fb7-b788-586363f2da82	Consistent	JAFFAL
CTC-429P9.4:AIFM1	CTC-429P9.4		chr19:16659395	-		AIFM1	ENSG00000156709.15	chrX:130131799	-	-	inf	1	612fe001-0b62-415e-8d74-8814353a6c0e	Inconsistent	JAFFAL
TMEM38A:RTCA	TMEM38A	ENSG00000072954.7	chr19:16682508	+	+	RTCA	ENSG00000137996.13	chr1:100291403	+	+	inf	1	82aa5f27-d465-44ed-87e4-93c59b5b290d	Consistent	JAFFAL
HAUS8:CMC2	HAUS8	ENSG00000131351.15	chr19:17073274	-	-	CMC2	ENSG00000103121.9	chr16:80976179	-	-	inf	1	4b3fc6e1-7e3f-438a-a47e-9bd4e90b547a	Consistent	JAFFAL
COPE:BMS1	COPE	ENSG00000105669.14	chr19:18919223	-	-	BMS1	ENSG00000165733.8	chr10:42822062	+	+	inf	1	754c5fa4-8899-466b-bf57-f4710ff8b50c	Consistent	JAFFAL
CTC-260F20.3:HSPA9	CTC-260F20.3		chr19:19527770	+		HSPA9	ENSG00000113013.16	chr5:138560091	-	-	inf	1	b8535ebf-10a1-4a00-8f7a-d3d04bdd2568	Inconsistent	JAFFAL
ZNF431:SRRM1	ZNF431	ENSG00000196705.8	chr19:21143643	+	+	SRRM1	ENSG00000133226.19	chr1:24648859	+	+	inf	1	31d51dad-4962-4d5f-bf97-8185bf452764	Consistent	JAFFAL
CTD-2561J22.5:TMEM50B	CTD-2561J22.5		chr19:21454383	-		TMEM50B	ENSG00000142188.17	chr21:33432802	-	-	inf	1	163932e4-a04b-4e86-84d3-8da67fed8fed	Inconsistent	JAFFAL
CTD-2561J22.5:COPS5	CTD-2561J22.5		chr19:21454383	-		COPS5	ENSG00000121022.14	chr8:67058211	-	-	inf	1	25a4db92-510a-4d94-8d9f-615cb1bd7ad4	Inconsistent	JAFFAL
ZNF675:TAF9	ZNF675	ENSG00000197372.10	chr19:23662114	-	-	TAF9	ENSG00000273841.6	chr5:69366595	-	-	inf	1	81636007-c9a9-4b90-b1f7-7e58ead2387a	Consistent	JAFFAL
ZNF681:GNAS	ZNF681	ENSG00000196172.9	chr19:23754823	-	-	GNAS	ENSG00000087460.29	chr20:58895612	+	+	inf	1	68816949-a191-4455-a2c9-fab0cde065e2	Consistent	JAFFAL
RPSAP58:SRSF7	RPSAP58		chr19:23808814	+		SRSF7	ENSG00000115875.19	chr2:38748653	-	-	inf	1	168238a3-3c74-4670-ba91-24e085f6336e	Inconsistent	JAFFAL
AC005307.3:IVNS1ABP	AC005307.3		chr19:28535100	-		IVNS1ABP	ENSG00000116679.16	chr1:185305643	-	-	inf	1	a8a92a27-71b0-42c0-b169-39aea5fbd410	Inconsistent	JAFFAL
MTF2:AUP1	MTF2	ENSG00000143033.18	chr1:93079531	+	+	AUP1	ENSG00000115307.17	chr2:74528935	-	-	inf	1	bc04033a-a4fe-4867-818f-cb6ee65ccc72	Consistent	JAFFAL
NFIC:NMD3	NFIC	ENSG00000141905.19	chr19:3452666	+	+	NMD3	ENSG00000169251.13	chr3:161246336	+	+	inf	1	21ee1ee7-e4f1-4c50-94b7-1598a3047b31	Consistent	JAFFAL
FZR1:DKC1	FZR1	ENSG00000105325.15	chr19:3527060	+	+	DKC1	ENSG00000130826.19	chrX:154776799	+	+	inf	1	ef41c7e2-9bfc-4a21-a2a0-c15f94a70587	Consistent	JAFFAL
AC002116.7:MTO1	AC002116.7		chr19:36019384	+		MTO1	ENSG00000135297.17	chr6:73497736	+	+	inf	1	6dd638bd-4d14-47be-9a08-3b31ea2e95ce	Inconsistent	JAFFAL
SAMD11:OAZ1	SAMD11	ENSG00000187634.13	chr1:939412	+	+	OAZ1	ENSG00000104904.12	chr19:2271385	+	+	inf	1	e0610b8a-2bb7-4328-b688-851ab745b898	Consistent	JAFFAL
RPS16:TAF1D	RPS16	ENSG00000105193.9	chr19:39433665	-	-	TAF1D	ENSG00000166012.17	chr11:93730712	-	-	inf	1	43b338a2-8d8a-4f8f-b863-bccca82fc4e7	Consistent	JAFFAL
SUPT5H:HNRNPA1	SUPT5H	ENSG00000196235.14	chr19:39457740	+	+	HNRNPA1	ENSG00000135486.19	chr12:54283079	+	+	inf	1	325c3b9a-058d-497e-a105-3e97f4b71c44	Consistent	JAFFAL
PPP1R37:MXI1	PPP1R37	ENSG00000104866.11	chr19:45093527	+	+	MXI1	ENSG00000119950.21	chr10:110228189	+	+	inf	1	ef0071ff-a40a-4c44-9c9f-80bd71576721	Consistent	JAFFAL
SPHK2:ATP6V1E1	SPHK2	ENSG00000063176.16	chr19:48620553	+	+	ATP6V1E1	ENSG00000131100.13	chr22:17613320	-	-	inf	1	e3b52f5e-702d-4243-a42c-050ebe58c20f	Consistent	JAFFAL
C19orf48:FAM192A	C19orf48		chr19:50802217	-		FAM192A		chr16:57173869	-		inf	1	8e3d7620-52b7-41e2-b5e4-11bbfefcded0	Consistent	JAFFAL
ZNF577:SLC41A3	ZNF577	ENSG00000161551.15	chr19:51860904	-	-	SLC41A3	ENSG00000114544.17	chr3:126022932	-	-	inf	1	f1008fee-d171-4a24-8be5-4eddf7f83cb9	Consistent	JAFFAL
ZNF614:ITGB3BP	ZNF614	ENSG00000142556.19	chr19:52028242	-	-	ITGB3BP	ENSG00000142856.17	chr1:63454968	-	-	inf	1	06d025c6-da27-422f-a2b5-231b014bf339	Consistent	JAFFAL
ZNF28:HMGA1	ZNF28	ENSG00000198538.11	chr19:52817944	-	-	HMGA1	ENSG00000137309.21	chr6:34240737	+	+	inf	1	bb7ccb48-b505-40fe-bb31-9beb48933754	Consistent	JAFFAL
LENG8-AS1:C6orf48	LENG8-AS1	ENSG00000226696.8	chr19:54448165	-	-	C6orf48		chr6:31835411	+		inf	1	e3d21f27-a390-4aac-ad16-d2a51871a7cc	Inconsistent	JAFFAL
NLRP2:WDR4	NLRP2	ENSG00000022556.16	chr19:54970295	+	+	WDR4	ENSG00000160193.12	chr21:42843281	-	-	inf	1	ee349aa5-d9c2-47b4-a4c9-66a5a604814a	Consistent	JAFFAL
ZSCAN5A:PPP1R8	ZSCAN5A	ENSG00000131848.10	chr19:56363235	-	-	PPP1R8	ENSG00000117751.18	chr1:27838699	+	+	inf	1	bf4fa135-27d5-4397-9295-87007c9f7da9	Consistent	JAFFAL
BSG:NOC4L	BSG	ENSG00000172270.22	chr19:572701	+	+	NOC4L	ENSG00000184967.7	chr12:132150981	+	+	inf	1	004481fd-8c67-47f1-a70b-cd65db229826	Consistent	JAFFAL
BSG:AHSA2	BSG	ENSG00000172270.22	chr19:572701	+	+	AHSA2		chr2:61178981	+		inf	1	89203de0-25ae-42c9-b832-ee379124c812	Inconsistent	JAFFAL
CTD-3138B18.5:C9orf3	CTD-3138B18.5		chr19:58278523	-		C9orf3		chr9:95086682	+		inf	1	efb31c5b-5bff-4daf-b43f-68ee7c61f170	Consistent	JAFFAL
NOC2L:RP11-831H9.11	NOC2L	ENSG00000188976.11	chr1:958929	-	-	RP11-831H9.11		chr11:62663333	-		inf	1	41d6e136-3e06-4365-bef4-8126329db990	Inconsistent	JAFFAL
NOC2L:PSME3	NOC2L	ENSG00000188976.11	chr1:958929	-	-	PSME3	ENSG00000131467.12	chr17:42837649	+	+	inf	1	46e7bd75-23e7-4aa1-8588-39f917ee59e2	Consistent	JAFFAL
CFD:GPAA1	CFD	ENSG00000197766.9	chr19:861956	+	+	GPAA1	ENSG00000197858.12	chr8:144085573	+	+	inf	1	047e16c0-6273-4a3a-8138-6e07721a9adc	Consistent	JAFFAL
ZNF562:TMEM41A	ZNF562	ENSG00000171466.10	chr19:9656547	-	-	TMEM41A	ENSG00000163900.11	chr3:185481311	-	-	inf	1	f68a90f5-810b-4ad8-a48c-9ed7eeb11b67	Consistent	JAFFAL
UBL5:SCAMP3	UBL5	ENSG00000198258.11	chr19:9828389	+	+	SCAMP3	ENSG00000116521.12	chr1:155256419	-	-	inf	1	3a04c4af-bd62-4e77-845e-415afe7c11bd	Consistent	JAFFAL
NOP56:SRSF10	NOP56	ENSG00000101361.17	chr20:2653393	+	+	SRSF10	ENSG00000188529.15	chr1:23967723	-	-	inf	1	eecde66e-00fc-4cfc-9b96-6f9c28da855c	Consistent	JAFFAL
CDK5RAP1:NCBP1	CDK5RAP1	ENSG00000101391.21	chr20:33379461	-	-	NCBP1	ENSG00000136937.13	chr9:97653798	+	+	inf	1	75b2ab6f-5d37-4f6c-930a-015a3ab44071	Consistent	JAFFAL
C20orf27:TCP1	C20orf27		chr20:3767663	-		TCP1	ENSG00000120438.12	chr6:159780087	-	-	inf	1	01d379bb-a085-43a6-aa80-1c7f2972a36b	Inconsistent	JAFFAL
ZFAS1:JMY	ZFAS1	ENSG00000177410.13	chr20:49279208	+	+	JMY	ENSG00000152409.9	chr5:79321606	+	+	inf	1	42df7af0-5209-47ec-aa49-1c51316e4b06	Consistent	JAFFAL
PTPN1:TPTEP1	PTPN1	ENSG00000196396.10	chr20:50510590	+	+	TPTEP1	ENSG00000100181.23	chr22:16611658	+	+	inf	1	8978bc44-5218-4375-b75b-2c543c6b5683	Consistent	JAFFAL
LINC01524:N4BP2L2	LINC01524	ENSG00000234948.2	chr20:52234932	+	+	N4BP2L2	ENSG00000244754.9	chr13:32522270	-	-	inf	1	518c0f80-8aaf-4698-a4ea-26a618fe8596	Consistent	JAFFAL
PSMA7:C1orf53	PSMA7	ENSG00000101182.15	chr20:62137364	-	-	C1orf53	ENSG00000203724.11	chr1:197905796	+	+	inf	1	807ccade-84f2-41d7-9272-6f084b0c31f1	Consistent	JAFFAL
RPS21:PPA2	RPS21	ENSG00000171858.18	chr20:62388364	+	+	PPA2	ENSG00000138777.20	chr4:105424322	-	-	inf	1	6d8b98ae-3046-4e3c-aa0b-1850325b8df1	Consistent	JAFFAL
SLCO4A1:CCT8	SLCO4A1	ENSG00000101187.16	chr20:62669078	+	+	CCT8	ENSG00000156261.13	chr21:29070337	-	-	inf	1	246e2a43-d008-479a-b616-fccd09e4d23f	Consistent	JAFFAL
GCC2:NAP1L1	GCC2	ENSG00000135968.22	chr2:108452466	+	+	NAP1L1	ENSG00000187109.15	chr12:76053110	-	-	inf	1	5d84d55a-e5e2-4805-a723-36dc1d612026	Consistent	JAFFAL
BCL2L11:GNAS	BCL2L11	ENSG00000153094.26	chr2:111121188	+	+	GNAS	ENSG00000087460.29	chr20:58895612	+	+	inf	1	a490e6c6-84c3-485d-88e6-7e12acef93e7	Consistent	JAFFAL
AL109763.2:MICU2	AL109763.2		chr21:18737924	-		MICU2	ENSG00000165487.14	chr13:21510101	-	-	inf	1	4a98d8ba-d52f-4764-9146-df42a90d1a62	Inconsistent	JAFFAL
NIFK:FDPS	NIFK	ENSG00000155438.12	chr2:121736746	-	-	FDPS	ENSG00000160752.15	chr1:155317941	+	+	inf	1	f4042cfe-98ec-4dc0-add2-4420bdaa3f57	Consistent	JAFFAL
UBXN4:TCEB2	UBXN4	ENSG00000144224.17	chr2:135754277	+	+	TCEB2		chr16:2772102	-		inf	1	81c203b2-a282-45f5-8bb3-3a4ca2a8598c	Inconsistent	JAFFAL
DSCR4:EEF1E1	DSCR4	ENSG00000184029.9	chr21:38120307	-	-	EEF1E1	ENSG00000124802.12	chr6:8080030	-	-	inf	1	78920cde-8b3a-4742-aae9-24c5761aabfb	Consistent	JAFFAL
HMGN1:ANAPC1	HMGN1	ENSG00000205581.11	chr21:39348292	-	-	ANAPC1	ENSG00000153107.13	chr2:111778770	-	-	inf	1	07b6fc00-e13b-4b17-bdb7-ca264bf87d7e	Consistent	JAFFAL
WRB:STMN1	WRB		chr21:39380486	+		STMN1	ENSG00000117632.23	chr1:25904738	-	-	inf	1	8a5efd96-7e3e-413d-9230-ce2bc8dae40d	Inconsistent	JAFFAL
UBASH3A:EGFL7	UBASH3A	ENSG00000160185.15	chr21:42437580	+	+	EGFL7	ENSG00000172889.16	chr9:136670950	+	+	inf	1	fd1c011e-7aa6-44f6-8571-7d7bad4903e7	Consistent	JAFFAL
NDUFV3:EIF3D	NDUFV3	ENSG00000160194.18	chr21:42897047	+	+	EIF3D	ENSG00000100353.18	chr22:36524732	-	-	inf	1	32eebcab-a400-46a6-b361-cce32623709b	Consistent	JAFFAL
NDUFV3:GAGE12H	NDUFV3	ENSG00000160194.18	chr21:42897047	+	+	GAGE12H	ENSG00000224902.6	chrX:49584596	+	+	inf	1	105c4068-6913-4681-85b6-5ddf727b25ac	Consistent	JAFFAL
U2AF1:CNPPD1	U2AF1	ENSG00000160201.12	chr21:43104315	-	-	CNPPD1	ENSG00000115649.16	chr2:219176847	-	-	inf	1	a978fad3-b027-451e-88f3-a5979864309c	Consistent	JAFFAL
ZEB2:IARS	ZEB2	ENSG00000169554.23	chr2:144517278	-	-	IARS		chr9:92253453	-		inf	1	f74f9966-e9a6-4194-b415-b857a0a14474	Inconsistent	JAFFAL
RP11-717F1.2:TROVE2	RP11-717F1.2		chr21:5553838	+		TROVE2		chr1:193075820	+		inf	1	ff3a12de-3803-48d8-a216-cc4ed3c10c96	Consistent	JAFFAL
RP11-717F1.2:MAPKAPK5	RP11-717F1.2		chr21:5553838	+		MAPKAPK5	ENSG00000089022.15	chr12:111888488	+	+	inf	1	bdb16af1-ca9a-413a-9f49-3df6dde14020	Inconsistent	JAFFAL
RP11-717F1.2:MTURN	RP11-717F1.2		chr21:5553838	+		MTURN	ENSG00000180354.16	chr7:30146177	+	+	inf	1	075cb2e7-e8f1-4888-b353-8e09070802bf	Inconsistent	JAFFAL
DDX1:SAAL1	DDX1	ENSG00000079785.16	chr2:15606264	+	+	SAAL1	ENSG00000166788.10	chr11:18081503	-	-	inf	1	304d32be-a6b5-4d3a-93fa-83c969293264	Consistent	JAFFAL
CH507-24F1.2:PRRC2C	CH507-24F1.2		chr21:6267135	-		PRRC2C	ENSG00000117523.18	chr1:171588379	+	+	inf	1	67167798-e472-421c-aed7-202379235b48	Inconsistent	JAFFAL
CH507-24F1.2:MAPKAPK5	CH507-24F1.2		chr21:6267135	-		MAPKAPK5	ENSG00000089022.15	chr12:111888488	+	+	inf	1	a870e157-0ce7-4422-adc6-088895a046db	Inconsistent	JAFFAL
CH507-145C22.1:TM9SF3	CH507-145C22.1		chr21:6318604	+		TM9SF3	ENSG00000077147.16	chr10:96530608	-	-	inf	1	2f6cc9ca-e893-4dae-8c41-d3e76f58aaf0	Inconsistent	JAFFAL
CH507-145C22.1:RANBP1	CH507-145C22.1		chr21:6320974	+		RANBP1	ENSG00000099901.18	chr22:20119013	+	+	inf	1	67fa227c-c87f-46d3-8289-0d95885e2775	Inconsistent	JAFFAL
CH507-154B10.1:CBX3	CH507-154B10.1		chr21:6668152	-		CBX3	ENSG00000122565.19	chr7:26202971	+	+	inf	1	b39ab3b5-4e2c-4e44-b891-95636885395e	Inconsistent	JAFFAL
PPIG:NMRAL1	PPIG	ENSG00000138398.17	chr2:169584490	+	+	NMRAL1	ENSG00000153406.14	chr16:4463850	-	-	inf	1	5798bd59-895c-4f18-a0d5-b96a2ad0535f	Consistent	JAFFAL
CH507-154B10.2:MTURN	CH507-154B10.2		chr21:6997592	-		MTURN	ENSG00000180354.16	chr7:30146177	+	+	inf	1	6ed48ce9-108e-4d20-9323-a0fc29c8aeb2	Inconsistent	JAFFAL
TLK1:CDC5L	TLK1	ENSG00000198586.14	chr2:171011373	-	-	CDC5L	ENSG00000096401.8	chr6:44408444	+	+	inf	1	0c98da39-2093-4852-a260-f9e09f30895d	Consistent	JAFFAL
bP-21264C1.2:KIF15	bP-21264C1.2		chr21:9327298	+		KIF15	ENSG00000163808.17	chr3:44852208	+	+	inf	1	d00d743a-f1e7-40a8-ab31-619e17200729	Inconsistent	JAFFAL
bP-21264C1.2:C9orf3	bP-21264C1.2		chr21:9327298	+		C9orf3		chr9:95086682	+		inf	1	4d09381b-a520-4fe6-b4d0-5320d6df7aa3	Consistent	JAFFAL
NDUFS1:TIMM17A	NDUFS1	ENSG00000023228.15	chr2:206159341	-	-	TIMM17A	ENSG00000134375.11	chr1:201963616	+	+	inf	1	8226717f-ac26-4dca-a95d-fe636764629c	Consistent	JAFFAL
DUXAP8:TCP1	DUXAP8	ENSG00000271672.1	chr22:15791152	+	+	TCP1	ENSG00000120438.12	chr6:159780087	-	-	inf	1	eba75937-22ef-4298-bb05-385ee7cb0293	Consistent	JAFFAL
XRCC5:YWHAZ	XRCC5	ENSG00000079246.16	chr2:216113129	+	+	YWHAZ	ENSG00000164924.18	chr8:100920752	-	-	inf	1	292686bd-c1a5-497f-90a2-f1153badb7e9	Consistent	JAFFAL
CECR7:PAIP2	CECR7	ENSG00000237438.8	chr22:17037344	+	+	PAIP2	ENSG00000120727.13	chr5:139363759	+	+	inf	1	dfca998c-7785-4d73-b43f-109fd866dd67	Consistent	JAFFAL
CTDSP1:DLEU2	CTDSP1	ENSG00000144579.9	chr2:218402405	+	+	DLEU2	ENSG00000231607.15	chr13:50044768	-	-	inf	1	8b391075-38ba-4ac7-a23f-5c697aa6d3aa	Consistent	JAFFAL
C22orf39:NPIPA7	C22orf39	ENSG00000242259.9	chr22:19447378	-	-	NPIPA7	ENSG00000214967.6	chr16:16387399	+	+	inf	1	65d79293-57bf-4c98-aaaf-d80566e409f2	Consistent	JAFFAL
UFD1L:ALKBH7	UFD1L		chr22:19454802	-		ALKBH7	ENSG00000125652.8	chr19:6374203	+	+	inf	1	068d89eb-35e0-4a0a-9c31-dde46407a736	Inconsistent	JAFFAL
